"AccX","AccY","AccZ","GyroX","GyroY","GyroZ","MagX","MagY","MagZ"
"0.00032643383136865805","0.012561014117394428","0.024378908275866713","0.0002525222034073205","-0.0038191663771411605","0.003308070588206301","-0.19603332898389522","0.25118755624589856","0.7922943843394228"
"7.868854336267955e-05","0.010882060491576402","0.0268502694915548","-0.0002117878459756916","-0.0049794255149447336","0.0018765156708943082","-0.19894442735782686","0.25071232093147877","0.7903701702303431"
"-0.00016577535010018114","0.012141626486810267","0.02622606185218097","0.0012158216040579271","-0.0041357445866373604","0.0009875090310272375","-0.19083901619903668","0.2521867689582683","0.7915278274992201"
"0.0003247931340970991","0.011719572959611485","0.026867388229490807","-0.0013478294295985573","-0.0035005304092832344","-0.002743323311983961","-0.19183792250381723","0.25122411280854623","0.7894471732186705"
"-0.00016741604737174003","0.011617567336515238","0.02622188655024536","0.0016797390575705475","-0.004402778306347405","0.0018751361438539469","-0.1929509895291439","0.25152875083061016","0.7925446886137746"
"0.0003247931340970991","0.011930740033559014","0.025621478131904515","-0.0025693260476766394","-0.0047123917952346895","0.0015288748567232789","-0.19389281547365123","0.2516871626020834","0.7912775232248684"
"7.704784609112064e-05","0.010358001341281372","0.02684609418961919","0.0016958354882565987","-0.0030080930044118948","0.0004601355510262882","-0.19232310556613902","0.25056609468088803","0.7913244552763093"
"-4.436375200453024e-05","0.011724062890751896","0.024356361645414413","-0.0007946618482169361","-0.003851932221824017","0.0015316339108040014","-0.1950344226791147","0.2518455743735567","0.7914652514306323"
"-0.00041023924356301265","0.012349987353795038","0.028088664045656995","-0.002596415162733653","-0.004380617831682671","0.004387649034934702","-0.19383573511337815","0.24973747926087406","0.7940308702427386"
"-0.0002888276454673909","0.012144993935165575","0.023725055992750044","-0.0006620953093147401","-0.0033064679668620635","0.0001107210592319377","-0.1964043513256709","0.2527960450023962","0.7926698407509504"
"-0.0006563438342974322","0.01277246181203823","0.026209778174632093","-0.0037536569233576596","-0.00556636151535069","0.001531042684929561","-0.1912385787209488","0.25009085936646824","0.7909489988647816"
"-0.00016905674464329896","0.010255715097488849","0.025586823125838945","0.002993364839900501","-0.002711775800323451","0.0008156593768565247","-0.19198062340450014","0.2526498187518056","0.7944063266542664"
"8.196993790579737e-05","0.012980542058326728","0.024995600371756445","0.000995182724897905","-0.005304234757887836","-0.0009840321849404361","-0.19389281547365123","0.2516871626020834","0.7912775232248684"
"0.0003231524368255402","0.01109252601378324","0.025302902594217403","0.0007354151239888635","-0.005262129856024841","0.001690870746319983","-0.19118149836067558","0.2508829182238346","0.7942655304999433"
"-0.00016741604737174003","0.011934107481914322","0.02435260387367236","0.00110393178099635","-0.0015792172558507951","0.0011875404518796155","-0.19075339565862684","0.25089510374471713","0.791762487756425"
"-4.436375200453024e-05","0.011304815570515873","0.02435260387367236","0.0002970164020516903","-0.0038997355314579433","-0.0016812845661972966","-0.19212332430518306","0.25458731657213235","0.7937336339169457"
"-0.00016577535010018114","0.01245900849429818","0.023732989066427707","-0.001637565181947483","-0.0046802591069708245","0.0031322794282059854","-0.19551960574143665","0.252637633230923","0.7935146176768878"
"-0.00016905674464329896","0.010884586077842885","0.02559183348816168","3.384630359925587e-05","-0.006703035576546797","0.00043648651604866743","-0.190667775118217","0.2529788278156346","0.7929670770767432"
"0.0003231524368255402","0.011093648496568345","0.02436679990025344","-0.0004385773937718471","-0.004566607529761689","0.0011660592451082762","-0.1915810608825877","0.25395366948623926","0.7920910121165118"
"-4.436375200453024e-05","0.011618549508952202","0.024979316694207557","-0.00021532120880921504","-0.004969928168659848","0.0024113780119715037","-0.1934647127716025","0.25345406313005436","0.7920753680993647"
"0.0005708977248314895","0.011510510540886025","0.025628576145195054","-0.0006987375905512799","-0.005523940035278199","0.0034749933600900095","-0.19412113691474397","0.2521623979165032","0.7925134005794805"
"0.00032151173955395217","0.010252908890526092","0.026231907274890828","-0.0008932034116852021","-0.0046039637584822405","-0.0009708281404112643","-0.18995427061480244","0.2529910133365172","0.7925603326309215"
"0.0004478454294642798","0.011931722205995978","0.024378908275866713","0.0010021185852748214","-0.0021808741429983234","-0.0007812417100073354","-0.19292244934900746","0.25345406313005436","0.793326889471124"
"-0.00016577535010018114","0.012353495112498485","0.024355944115220855","-0.0006364457124491623","-0.003069825755263654","-0.0027403671826117587","-0.19526274412020744","0.25183338885267414","0.7924977565623335"
"0.0008137209210227913","0.010252487959481678","0.025005203566208348","0.0007576622233110483","-0.0023103546306822696","0.00010875030631713568","-0.1934076324113294","0.2547457283436056","0.7928732129738614"
"-0.00016577535010018114","0.012562978462268358","0.024357614235995095","0.0019277287823678442","-0.0027105094874854663","0.001174730557933404","-0.1934647127716025","0.25458731657213235","0.7922630963051286"
"0.0004478454294642798","0.01182578789315187","0.025314175909443553","-0.00020380506327773114","-0.0035671701223821844","0.0015290719320147591","-0.19289390916887084","0.2531250540662253","0.793342533488271"
"0.00032151173955395217","0.0102551538560963","0.024360119417156465","-0.0006798929887724881","-0.004130362757075925","0.0018842016072620352","-0.19397843601406106","0.2539292984444742","0.7939370061398567"
"0.0003231524368255402","0.010673699624591632","0.02498766729807878","0.0011990708469212233","-0.004388373997815328","0.002944269600133898","-0.19152398052231462","0.25539156095038124","0.7929045010081552"
"7.868854336267955e-05","0.011723501649359345","0.024361372007737147","-0.0006700780920127006","-0.003863487326470628","0.0008172359791883661","-0.18981156971411953","0.25507473740743464","0.7941873104142084"
"-0.0004135206381061596","0.011305236501560288","0.025272840420281006","0.00120613757258827","-0.005113179808456879","0.0018723770897732244","-0.19320785115037328","0.2531250540662253","0.7939682941741505"
"7.868854336267955e-05","0.011932423757736668","0.024987249767885217","-0.0016127007768226883","-0.005298219771907408","9.574333707944409e-05","-0.1948346414181587","0.2537708866730009","0.7932956014368301"
"-4.600444927608916e-05","0.010780756420220845","0.02434842857173675","-0.0011487833233100677","-0.003853515112871498","0.001533407588427323","-0.19286536898873408","0.25409989573683","0.7939370061398567"
"-0.0005349322362017813","0.012040462725802845","0.024337572786704162","0.0002454554777402735","-0.0026642890688990213","0.004391984691347266","-0.1901540518757584","0.25442890480065905","0.7941873104142084"
"7.868854336267955e-05","0.01109322756552393","0.02560394186377495","-0.0009043269613462948","-0.002729820758264735","0.0008280751202197757","-0.19249434664695872","0.2537708866730009","0.7937492779340927"
"-0.00016577535010018114","0.012144573004121162","0.023730483885266343","-0.00031661094337022167","-0.0030039774876884444","0.0011806428166778093","-0.19880172645714395","0.25344187760917186","0.7919815039964829"
"7.704784609112064e-05","0.010673559314243495","0.025912496676816596","-0.0009069442671489048","-0.0037229266014543153","0.0008199950332690883","-0.19680391384758303","0.2547457283436056","0.790323238178902"
"-0.00016577535010018114","0.011933125309477356","0.025288289037442766","0.0016754205029962407","-0.003823440182969359","0.0025926872801332653","-0.19480610123802192","0.2527960450023962","0.793311245453977"
"-0.00016741604737174003","0.011093508186220208","0.02621729371811619","-0.0006891844243717537","-0.0058261139362423215","0.0022288862920608614","-0.19474902087774887","0.2552087781371428","0.7942968185342374"
"0.00032151173955395217","0.01046477751621431","0.024361789537930705","0.0006326858712364215","-0.005146737098663476","8.825447600319781e-05","-0.19660413258662687","0.2540755246950649","0.7942968185342374"
"-0.0005332915389302225","0.01298236609285252","0.02559308607874236","0.0011051095686075245","-0.004433328103563789","9.574333707944409e-05","-0.19569084682225618","0.2553793754294986","0.7930296531453312"
"-0.00029046834273894985","0.011513877989241333","0.02559183348816168","0.00343071663951663","-0.0026452943763292493","0.004736078150271651","-0.19349325295173925","0.2557083844933277","0.7924351804937456"
"0.0005692570275599307","0.010883744215754058","0.023751777925137954","0.0002686186340933719","-0.002849803899663795","0.0018895226401319997","-0.1948346414181587","0.2561836198077475","0.7938587860541217"
"-4.436375200453024e-05","0.010882902353665229","0.026532946544448373","-0.0006907548078533195","-0.003828663723426046","0.0029580648705375104","-0.19463486015720255","0.2560130225153917","0.7953293236659387"
"-0.00016741604737174003","0.011621215405566822","0.02310251847415046","0.0014419568254034302","-0.004680892263389817","0.0022300687438097425","-0.1937501145729683","0.25586679626480097","0.7932643134025361"
"-0.00016905674464329896","0.010780054868480155","0.02527910337318442","0.0014644656553058758","-0.0027301373364742305","0.00010776492985973484","-0.19523420394007082","0.256500443350694","0.7938431420369747"
"-0.00016741604737174003","0.012040041794758432","0.023417753770289082","0.00168562799562642","-0.0028414145771121454","0.001887748962508678","-0.19537690484075373","0.2555377872009719","0.7924038924594515"
"-0.00016905674464329896","0.010570852139406556","0.024965538197820044","-0.0002093014054632121","-0.0032699031836652525","0.0022485938212088792","-0.19369303421269524","0.2573046877289429","0.7940621582770324"
"-0.0004135206381061596","0.011304815570515873","0.02558473547487114","-0.00020262727566655662","-0.004138118923208582","0.0011727598050186023","-0.19472048069761208","0.2573046877289429","0.794875647168676"
"7.704784609112064e-05","0.010779493627087603","0.024977646573433314","0.0006032411809570589","-0.0032407779883916023","0.0038486481127364223","-0.1962331102448512","0.2547213573018405","0.7945001907571482"
"-0.00016905674464329896","0.011201266533590108","0.02372296834178224","0.0016940033741947717","-0.003284624070406826","0.000814871075690604","-0.1971749361893587","0.25567182793068005","0.7961271685404351"
"-0.0004135206381061596","0.011516684196204092","0.02371503526810458","-0.0016316762438916106","-0.0029799175437667334","0.0029698893880263206","-0.19546252538116343","0.25825515835778245","0.7952667475973508"
"7.704784609112064e-05","0.010676084900509976","0.023729231294685654","0.000981049273563811","-0.0038500327525670393","0.0011684241486060384","-0.19683245402771965","0.25762151127188937","0.793373821522565"
"0.0003231524368255402","0.011092946944827656","0.02499100753962727","-0.00019686920290081465","-0.004719198226738857","0.0004510700876182003","-0.1952912843003439","0.25810893210719177","0.7938118540026806"
"-4.436375200453024e-05","0.011514439230633887","0.024354691524640166","-0.0016256564405456077","-0.002992738961251329","0.002254900230536245","-0.19477756105788546","0.2566588551221673","0.7942655304999433"
"0.00032151173955395217","0.010255855407836988","0.023736329307976194","-0.0004425033524757622","-0.0038452840794245967","0.0018855811343023963","-0.1973176370900416","0.25792614929395336","0.7956578480260255"
"-0.00016577535010018114","0.012772742432734508","0.02435928435676934","-0.0006640582886666978","-0.003874409274698247","0.00010500587577901237","-0.1972034763694953","0.25697567866511384","0.7933894655397119"
"-0.00016905674464329896","0.011095612841442276","0.024345923390575386","-0.0004411946995744571","-0.006840905386782391","0.0007933898689192647","-0.19526274412020744","0.25810893210719177","0.7940152262255916"
"7.704784609112064e-05","0.011831961548469936","0.021242838992029365","-0.0002140125559079101","-0.002401054287702931","0.003323048310358795","-0.19680391384758303","0.25777992304336267","0.7937962099855337"
"0.0003231524368255402","0.011303272156686358","0.024368887551221245","0.0025202868160787454","-0.004707009965673254","0.00044082217246123117","-0.19648997186608075","0.25923000002838714","0.7935459057111818"
"0.00032151173955395217","0.010465479067954999","0.023737999428750434","-0.0008116743359339011","-0.004674877277409389","0.00330590276000002","-0.19506296285925145","0.2560130225153917","0.79490693520297"
"7.704784609112064e-05","0.01046463720586617","0.025287036446862084","0.0014379000014093847","-0.0058170914572716805","0.0022200179039442536","-0.1915810608825877","0.2545751310512498","0.7950007993058518"
"7.868854336267955e-05","0.011619531681389166","0.023736746838169752","-0.0011466894786679796","-0.0018617633078261537","0.0019052886634504137","-0.1942638378154269","0.25810893210719177","0.7957047800774663"
"-0.00016905674464329896","0.010677908935035767","0.023094585400472798","-0.001609821740439817","-0.0034467121136688805","0.00046959516501733666","-0.19723201654963177","0.25907158825691384","0.7937492779340927"
"-0.00016905674464329896","0.01130706053608608","0.022787700708205398","-0.0006569915629996506","-0.004169460165948706","-0.0006097862064195834","-0.19457777979692917","0.2590594027360313","0.7965026249519629"
"7.704784609112064e-05","0.010465759688651273","0.02435135128309168","0.0009678318792606305","-0.0038269225432738165","0.002594855108339547","-0.19920128897905623","0.25825515835778245","0.7929045010081552"
"-0.0006579845315689911","0.01225064762731341","0.024334232545155675","-0.00032289247729648567","-0.003990118610269108","0.0015316339108040014","-0.19828800321468537","0.25809674658630916","0.7941716663970615"
"-0.00016905674464329896","0.011096314393182965","0.023722133281395115","-0.0004453823888586331","-0.006119740225550048","0.0015123205322389443","-0.1968895343879927","0.25808456106542665","0.7960645924718471"
"-0.00016905674464329896","0.011095612841442276","0.024345923390575386","0.0009675701486803694","-0.0038262893868548243","0.0025958404847969477","-0.1961189495243051","0.25809674658630916","0.7960802364889942"
"-0.00016741604737174003","0.011514158609937609","0.02497305374130414","0.000267048250611806","-0.0035603636908780162","0.0017091987484276394","-0.1961189495243051","0.2577677375224801","0.7960958805061411"
"-0.0004135206381061596","0.011622899129744476","0.022467872579937605","0.000989424652132163","-0.0012976209385039252","0.0010133258942111403","-0.19629019060512445","0.25842575565013826","0.794828715117235"
"-0.00016905674464329896","0.010781177351265258","0.02434341820941402","-0.0006954659582980175","-0.006381392115698657","0.002937371964932092","-0.19238018592641226","0.2571462759574696","0.7953449676830857"
"-4.436375200453024e-05","0.011933265619825495","0.024669926820778794","0.0006020633933458845","-0.00437824349511145","0.0036608353599558155","-0.1942638378154269","0.25810893210719177","0.7957047800774663"
"-0.0005365729334733403","0.011726027235625828","0.0243350676055428","0.00025788768030267096","-0.004112159510029893","0.0025976141624202698","-0.19363595385242216","0.25940059732074294","0.7950477313572928"
"7.704784609112064e-05","0.011093508186220208","0.02529204680918481","-0.0002180693799019555","-0.002827643424999061","0.0033202892562780727","-0.1942638378154269","0.25810893210719177","0.7957047800774663"
"-0.00016741604737174003","0.01130635898434539","0.023411908347579228","0.0009756837966684605","-0.002129430183955191","0.002253126552912923","-0.1973176370900416","0.25808456106542665","0.7956422040088784"
"7.868854336267955e-05","0.012144993935165575","0.02249334192174483","-0.0012676090067485612","-0.0027103511983807183","0.002076547091746686","-0.19101025727985604","0.25810893210719177","0.7972222497407244"
"0.00032151173955395217","0.010254452304355607","0.02498390952633673","-0.0012706189084215624","-0.0052738432497762","0.0015204006191896315","-0.19297952970928053","0.25812111762807427","0.7938431420369747"
